file,course,source,start,end,text
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,3:30,3:42,a graph on five vertices and six edges the usual diagrammatic representation of the usual diagrammatic representation of the usual diagrammatic representation of this graph is as follows we will have this graph is as follows we will have this graph is as follows we will have one dot or one point for each vertex so
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,3:42,3:49,one dot or one point for each vertex so one dot or one point for each vertex so one two three four and five where the one two three four and five where the one two three four and five where the vertices and for each pair of edge we
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,3:49,3:57,vertices and for each pair of edge we vertices and for each pair of edge we just connect those corresponding dots so just connect those corresponding dots so just connect those corresponding dots so one two is an edge and one four is an one two is an edge and one four is an
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,3:57,4:15,one two is an edge and one four is an edge five three is an edge is an edge five three is an edge is an edge five three is an edge is an edge is another edge and is an edge is another edge and is an edge is another edge and is an edge so this is the graph that we have
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,4:15,4:20,edge so this is the graph that we have edge so this is the graph that we have in mind so this is so what we have drawn in mind so this is so what we have drawn in mind so this is so what we have drawn here is the diagrammatic representation
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,4:20,4:28,here is the diagrammatic representation here is the diagrammatic representation of this particular graph so graph you of this particular graph so graph you of this particular graph so graph you can think of as a network of nodes which can think of as a network of nodes which can think of as a network of nodes which are connected to each other and which
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,4:28,4:37,are connected to each other and which are connected to each other and which node is connected to which node is node is connected to which node is node is connected to which node is captured by the edge set so where do we captured by the edge set so where do we
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,4:37,4:46,captured by the edge set so where do we look at these things lets first see a look at these things lets first see a look at these things lets first see a problem so many different problems in problem so many different problems in problem so many different problems in mathematics can be modeled as graph
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,4:46,5:00,mathematics can be modeled as graph mathematics can be modeled as graph theoretic questions and can be solved theoretic questions and can be solved theoretic questions and can be solved lets see one problem this is known as lets see one problem this is known as lets see one problem this is known as the party problem so this is the
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,5:00,5:26,the party problem so this is the the party problem so this is the description of the problem so that lets description of the problem so that lets description of the problem so that lets say five couples okay so lets call each couple s m w okay so lets call each couple s m w m w and so on so m w
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,5:26,5:37,are there couples and one of these are there couples and one of these couples let us say m w they decide couples let us say m w they decide couples let us say m w they decide to host a party so this is a party which to host a party so this is a party which
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,5:37,5:46,to host a party so this is a party which will consist of people and these will consist of people and these will consist of people and these people when they meet some of them know people when they meet some of them know people when they meet some of them know each other before and some of them dont
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,5:46,5:55,each other before and some of them dont each other before and some of them dont know and people shake their hands so know and people shake their hands so know and people shake their hands so each person may or may not shake hands each person may or may not shake hands
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,5:55,6:11,each person may or may not shake hands with another person but the rules of with another person but the rules of with another person but the rules of this problem is that spouses dont shake this problem is that spouses dont shake this problem is that spouses dont shake each others hands so so if a is married
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,6:11,6:28,each others hands so so if a is married each others hands so so if a is married to b or if they are partners then they to b or if they are partners then they to b or if they are partners then they do not shake hands so this is the
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,6:28,6:36,do not shake hands so this is the do not shake hands so this is the setting and what is what happens is setting and what is what happens is setting and what is what happens is after the party is over m asks after the party is over m asks
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,6:36,6:45,after the party is over m asks everybody else okay so everyone asks all everybody else okay so everyone asks all everybody else okay so everyone asks all the other nine people as to how many the other nine people as to how many the other nine people as to how many hands did they shake with how many
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,6:45,6:56,hands did they shake with how many hands did they shake with how many peoples with how many people they each peoples with how many people they each peoples with how many people they each of them exchanged a handshake and they of them exchanged a handshake and they of them exchanged a handshake and they give their answers and what turns out is
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,6:56,7:05,give their answers and what turns out is give their answers and what turns out is that each one of these people had a that each one of these people had a that each one of these people had a distinct number of handshake so we will distinct number of handshake so we will
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,7:05,7:49,distinct number of handshake so we will write that as the outcome then asked write that as the outcome then asked write that as the outcome then asked about the number of handshakes each person gave a distinct number as each person gave a distinct number as reply now the party problem is the following
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,7:49,8:12,now the party problem is the following with this information can we determine with this information can we determine with this information can we determine how many people shook hands with w so how many people shook hands with w so how many people shook hands with w so determine the number of handshakes
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,8:12,8:26,involving w okay so it looks surprising involving w okay so it looks surprising because there is hardly any information because there is hardly any information because there is hardly any information but we will see that the amount of but we will see that the amount of but we will see that the amount of information that is already present is
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,8:26,8:35,information that is already present is information that is already present is enough to determine this number so m enough to determine this number so m enough to determine this number so m was a person who had asked people about was a person who had asked people about was a person who had asked people about the number of handshakes and then i and
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,8:35,8:43,the number of handshakes and then i and the number of handshakes and then i and other people they all gave answers and other people they all gave answers and other people they all gave answers and all their answers were different from all their answers were different from all their answers were different from this information we can figure out the
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,8:43,8:51,this information we can figure out the this information we can figure out the exact number of handshakes involving w exact number of handshakes involving w exact number of handshakes involving w okay so how do we solve this i mean how okay so how do we solve this i mean how
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,8:51,9:01,okay so how do we solve this i mean how do we determine this so when we know do we determine this so when we know do we determine this so when we know that the number of handshakes were that the number of handshakes were that the number of handshakes were different for each person
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,9:01,9:36,different for each person different for each person and each person can shake at most eight and each person can shake at most eight and each person can shake at most eight hands so thats a fact and the least number of handshakes is and the least number of handshakes is zero mean number of handshakes is equal
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,9:36,9:45,zero mean number of handshakes is equal zero mean number of handshakes is equal to zero so since each of the nine people to zero so since each of the nine people to zero so since each of the nine people gave distinct answers their answers has gave distinct answers their answers has
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,9:45,9:54,gave distinct answers their answers has to be one two three up to eight so each to be one two three up to eight so each to be one two three up to eight so each person they are the number of handshakes person they are the number of handshakes
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,9:54,10:04,person they are the number of handshakes is some number distinct number between is some number distinct number between is some number distinct number between to so that is all it we know lets to so that is all it we know lets to so that is all it we know lets draw this diagram at eclis we will think
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,10:04,10:18,draw this diagram at eclis we will think draw this diagram at eclis we will think of a graph so each person is a vertex in of a graph so each person is a vertex in of a graph so each person is a vertex in this graph these are
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,10:18,10:31,this graph these are this graph these are the people now m we will write it the people now m we will write it the people now m we will write it as the s this particular vertex and all as the s this particular vertex and all as the s this particular vertex and all the other vertices we will just number
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,10:31,10:36,the other vertices we will just number the other vertices we will just number them by the number of handshakes so them by the number of handshakes so them by the number of handshakes so surely there is one person who has shook surely there is one person who has shook
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,10:36,10:48,surely there is one person who has shook hands theres another person who has hands theres another person who has hands theres another person who has shook one hand another person to another shook one hand another person to another shook one hand another person to another and so on it now we could think of a
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,10:48,10:54,and so on it now we could think of a and so on it now we could think of a graph in which these are our vertices graph in which these are our vertices graph in which these are our vertices and there is an edge between two and there is an edge between two
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,10:54,11:06,and there is an edge between two vertices if there is a handshake vertices if there is a handshake vertices if there is a handshake involving the two of them okay so if we involving the two of them okay so if we involving the two of them okay so if we knew this graph then of course we can
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,11:06,11:14,knew this graph then of course we can knew this graph then of course we can determine i mean if we had this complete determine i mean if we had this complete determine i mean if we had this complete graph then from that we hope to mean we graph then from that we hope to mean we
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,11:14,11:27,graph then from that we hope to mean we know who is a spouse i mean how many know who is a spouse i mean how many know who is a spouse i mean how many handshakes are there involving the handshakes are there involving the handshakes are there involving the person whos a spouse of m but we
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,11:27,11:32,person whos a spouse of m but we person whos a spouse of m but we dont really know much about this graph dont really know much about this graph dont really know much about this graph other than the fact that if you look at other than the fact that if you look at
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,11:32,11:42,other than the fact that if you look at the number of edges the number of edges the number of edges connecting zero that is there are there connecting zero that is there are there connecting zero that is there are there are no handshakes involved in zero so are no handshakes involved in zero so
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,11:42,11:46,are no handshakes involved in zero so zero is not going to be linked to any zero is not going to be linked to any zero is not going to be linked to any other vertex one is going to be linked other vertex one is going to be linked
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,11:46,11:55,other vertex one is going to be linked to some particular thing we dont know to some particular thing we dont know to some particular thing we dont know which amongst this is connected to one which amongst this is connected to one which amongst this is connected to one from two there are two such things where
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,11:55,11:59,from two there are two such things where from two there are two such things where exactly it lands up wed have no clue exactly it lands up wed have no clue exactly it lands up wed have no clue similarly for three and similarly for similarly for three and similarly for
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,11:59,12:13,similarly for three and similarly for eight okay so there are eight edges out eight okay so there are eight edges out eight okay so there are eight edges out of eight seven edges out of seven and so of eight seven edges out of seven and so of eight seven edges out of seven and so on and for m one we dont know how many
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,12:13,12:18,on and for m one we dont know how many on and for m one we dont know how many edges are there from m one how many edges are there from m one how many edges are there from m one how many people shook hands them and we have no
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,12:18,12:28,people shook hands them and we have no people shook hands them and we have no idea but from this diagram itself we can idea but from this diagram itself we can idea but from this diagram itself we can infer some certain things eight and zero infer some certain things eight and zero
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,12:28,12:40,infer some certain things eight and zero must be married to each other the reason must be married to each other the reason must be married to each other the reason is as follows any person can shake at is as follows any person can shake at is as follows any person can shake at most eight hands he doesnt shake hands
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,12:40,12:48,most eight hands he doesnt shake hands most eight hands he doesnt shake hands with himself he doesnt shake hands with with himself he doesnt shake hands with with himself he doesnt shake hands with her spouse there are people to take her spouse there are people to take her spouse there are people to take these two out there are eight people so
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,12:48,12:55,these two out there are eight people so these two out there are eight people so eight if somebody has shook eight hands eight if somebody has shook eight hands eight if somebody has shook eight hands his spouse theres a person who has his spouse theres a person who has
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,12:55,13:07,his spouse theres a person who has shook no hands okay because the only shook no hands okay because the only shook no hands okay because the only other person with whom we didnt shake other person with whom we didnt shake other person with whom we didnt shake hands is himself so and they are a
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,13:07,13:24,hands is himself so and they are a hands is himself so and they are a couple now if you look at the person who couple now if you look at the person who couple now if you look at the person who has shook seven hands and if you look at the person who has
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,13:24,13:36,and if you look at the person who has shook one hand this one handshake person shook one hand this one handshake person shook one hand this one handshake person is has certainly shook hands with the is has certainly shook hands with the is has certainly shook hands with the eighth numbered person and he or she has
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,13:36,13:45,eighth numbered person and he or she has eighth numbered person and he or she has not shook hands with any of the other not shook hands with any of the other not shook hands with any of the other people okay one clearly has had a people okay one clearly has had a
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,13:45,13:55,people okay one clearly has had a handshake involving eight and since all handshake involving eight and since all handshake involving eight and since all these handshakes are accounted for we these handshakes are accounted for we these handshakes are accounted for we know that he has not shook hands with
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,13:55,14:03,know that he has not shook hands with know that he has not shook hands with anybody else that is here we have a anybody else that is here we have a anybody else that is here we have a person who has had seven handshakes the person who has had seven handshakes the
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,14:03,14:16,person who has had seven handshakes the seven handshake person would have three seven handshake person would have three seven handshake person would have three people with he with whom he has not had people with he with whom he has not had people with he with whom he has not had a handshake right one of those people is
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,14:16,14:23,a handshake right one of those people is a handshake right one of those people is a zero handshake person the other is a zero handshake person the other is a zero handshake person the other is himself or herself who was a third himself or herself who was a third
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,14:23,14:34,himself or herself who was a third person zero is not the spouse of seven person zero is not the spouse of seven person zero is not the spouse of seven there is a another person with whom there is a another person with whom there is a another person with whom seven has not had a handshake with okay
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,14:34,14:40,seven has not had a handshake with okay seven has not had a handshake with okay now if you look at one has only now if you look at one has only now if you look at one has only handshake is with eight and so seven has handshake is with eight and so seven has
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,14:40,14:51,handshake is with eight and so seven has not had a handshake with what that is not had a handshake with what that is not had a handshake with what that is clear clear clear moreover seven has had handshake with moreover seven has had handshake with moreover seven has had handshake with every other people in other words seven
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,14:51,15:11,every other people in other words seven every other people in other words seven has not shook hands with zero one and has not shook hands with zero one and has not shook hands with zero one and seven okay so zero one and seven have seven okay so zero one and seven have
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,15:11,15:19,seven okay so zero one and seven have not are not involved in a handshake not are not involved in a handshake not are not involved in a handshake involving seven so the others cannot be involving seven so the others cannot be involving seven so the others cannot be seventh spouse okay pseudo subtly is not
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,15:19,15:30,seventh spouse okay pseudo subtly is not seventh spouse okay pseudo subtly is not spouse of seven seven is also not the spouse of seven seven is also not the spouse of seven seven is also not the spouse of so and one are a couple spouse of so and one are a couple
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,15:30,15:35,spouse of so and one are a couple can recurse on this logic and usually we can recurse on this logic and usually we can recurse on this logic and usually we can conclude that six and two are a can conclude that six and two are a can conclude that six and two are a couple
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,15:35,15:47,couple couple and five and three are also a couple now and five and three are also a couple now and five and three are also a couple now after all these four couples have been after all these four couples have been after all these four couples have been accounted for what is remaining as m one
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,15:47,15:56,accounted for what is remaining as m one accounted for what is remaining as m one and four okay they must be a couple and and four okay they must be a couple and and four okay they must be a couple and the question that we started off with
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,15:56,16:03,the question that we started off with the question that we started off with was how many hands did m ones partner was how many hands did m ones partner was how many hands did m ones partner shake and the answer clearly is four shake and the answer clearly is four
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,16:03,16:14,shake and the answer clearly is four because this particular person has shook because this particular person has shook because this particular person has shook hands with four people okay so in a hands with four people okay so in a hands with four people okay so in a nutshell what we looked at this is we
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,16:14,16:19,nutshell what we looked at this is we nutshell what we looked at this is we constructed a graph where there is an constructed a graph where there is an constructed a graph where there is an edge between two vertices they had shook edge between two vertices they had shook
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,16:19,16:27,edge between two vertices they had shook hands with each other they had a hands with each other they had a hands with each other they had a handshake handshake handshake once we constructed this graph we could once we constructed this graph we could once we constructed this graph we could pair off couples and once we paired off
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,16:27,16:34,pair off couples and once we paired off pair off couples and once we paired off couples what remained was m one and the couples what remained was m one and the couples what remained was m one and the person who has shook four hands and person who has shook four hands and
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,16:34,16:41,person who has shook four hands and therefore m one spot and that person is therefore m one spot and that person is therefore m one spot and that person is going to be a mans partner that helps going to be a mans partner that helps going to be a mans partner that helps us determine the number of handshakes
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,16:41,16:51,us determine the number of handshakes us determine the number of handshakes that m ones partner has exchanged so we that m ones partner has exchanged so we that m ones partner has exchanged so we saw about we saw graphs and we saw in an saw about we saw graphs and we saw in an
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,16:51,17:06,saw about we saw graphs and we saw in an interesting problem involving graphs now interesting problem involving graphs now interesting problem involving graphs now let us look at this problem of when are let us look at this problem of when are let us look at this problem of when are two graphs equal once we define a
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,17:06,17:14,two graphs equal once we define a two graphs equal once we define a mathematical structure we want to tell mathematical structure we want to tell mathematical structure we want to tell when are these two mathematical when are these two mathematical when are these two mathematical structures same and the notion is that
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,17:14,17:40,structures same and the notion is that structures same and the notion is that of isomorphism if we had a graph of this kind so these if we had a graph of this kind so these are vertex amp and another graph where the vertices are named a b c and d
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,17:40,17:50,where the vertices are named a b c and d they are essentially same object so this they are essentially same object so this they are essentially same object so this is a notion that we want to capture in is a notion that we want to capture in is a notion that we want to capture in terms of isomorphism so these are equal
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,17:50,18:01,terms of isomorphism so these are equal terms of isomorphism so these are equal and thats not equal to lets say amp and thats not equal to lets say amp and thats not equal to lets say amp ok so this is the notion that we want ok so this is the notion that we want
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,18:01,18:22,ok so this is the notion that we want to capture wire and isomorphism to capture wire and isomorphism to capture wire and isomorphism so lets provide a definition so let g so lets provide a definition so let g so lets provide a definition so let g be a graph only g and g g b graphs
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,18:22,18:38,and well assume that g is v comma e and well assume that g is v comma e so the vertex set is v and the edge so the vertex set is v and the edge so the vertex set is v and the edge set is even and for g we will assume
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,18:38,18:56,set is even and for g we will assume set is even and for g we will assume that this is equal to v comma e we that this is equal to v comma e we that this is equal to v comma e we will say that g is isomorphic to g
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,18:56,19:12,if certain conditions hold okay the if certain conditions hold okay the first requirement is there should be a first requirement is there should be a first requirement is there should be a bisection between the word vertex sets bisection between the word vertex sets bisection between the word vertex sets for example in this example that we are
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,19:12,19:23,for example in this example that we are for example in this example that we are taken we could map to b to c to a taken we could map to b to c to a taken we could map to b to c to a d okay not only that once we have
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,19:23,19:30,d okay not only that once we have d okay not only that once we have mapped these the pair of vertices which mapped these the pair of vertices which mapped these the pair of vertices which had an edge i mean if you look at any had an edge i mean if you look at any
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,19:30,19:37,had an edge i mean if you look at any pair of vertices such that theres an pair of vertices such that theres an pair of vertices such that theres an edge between them if you look at the edge between them if you look at the edge between them if you look at the image there is an edge there as well
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,19:37,19:41,image there is an edge there as well image there is an edge there as well okay so if these two conditions are met okay so if these two conditions are met okay so if these two conditions are met then we will say that the graphs are then we will say that the graphs are
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,19:41,19:58,then we will say that the graphs are isomorphic lets quickly do one example isomorphic lets quickly do one example isomorphic lets quickly do one example if we had this particular graph okay if we had this particular graph okay if we had this particular graph okay note that we could map vertices to
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,19:58,20:05,note that we could map vertices to note that we could map vertices to each other the vertex in g could be each other the vertex in g could be each other the vertex in g could be mapped to vertex and g and so on but mapped to vertex and g and so on but
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,20:05,20:13,mapped to vertex and g and so on but if you do that there is an edge comma if you do that there is an edge comma if you do that there is an edge comma which is unaccounted for which is unaccounted for which is unaccounted for there is no i mean if you are trying to
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,20:13,20:18,there is no i mean if you are trying to there is no i mean if you are trying to map g g there is an edge between map g g there is an edge between map g g there is an edge between amp but there is no edge between the
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,20:18,20:32,amp but there is no edge between the amp but there is no edge between the images of amp images of amp images of amp ok so this is not an isomorphism so ok so this is not an isomorphism so ok so this is not an isomorphism so formally g is isomorphic to g if
210.json,Discrete Mathematics by Prof Benny George and  Prof. Sajith Gopalan,NPTEL,20:32,21:01,from v so lets call this bisection f from v so lets call this bisection f from v to v okay so f maps v to v from v to v okay so f maps v to v from v to v okay so f maps v to v and the second condition is if a b a b
